cmd logfilename ps_name
u0_a198   4250  373   1854440 94672 sys_epoll_ 00000000 S com.qualcomm.ftcrobotcontroller
4250
03-08 16:42:51.821  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:51.861  4250 16323 D backLeftPower: : 0.0
03-08 16:42:51.861  4250 16323 D backRightPower: : 0.0
03-08 16:42:51.861  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:51.861  4250 16323 D frontRightPower: : 0.0
03-08 16:42:51.861  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:51.871  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:51.871  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:51.871  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:51.911  4250 16323 D backLeftPower: : 0.0
03-08 16:42:51.911  4250 16323 D backRightPower: : 0.0
03-08 16:42:51.911  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:51.911  4250 16323 D frontRightPower: : 0.0
03-08 16:42:51.911  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:51.911  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:51.921  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:51.921  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:51.951  4250 16323 D backLeftPower: : 0.0
03-08 16:42:51.951  4250 16323 D backRightPower: : 0.0
03-08 16:42:51.951  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:51.951  4250 16323 D frontRightPower: : 0.0
03-08 16:42:51.961  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:51.961  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:51.961  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:51.971  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:51.991  4250 16323 D backLeftPower: : 0.0
03-08 16:42:51.991  4250 16323 D backRightPower: : 0.0
03-08 16:42:51.991  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:51.991  4250 16323 D frontRightPower: : 0.0
03-08 16:42:52.001  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:52.001  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:52.001  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:52.011  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:52.031  4250 16323 D backLeftPower: : 0.0
03-08 16:42:52.031  4250 16323 D backRightPower: : 0.0
03-08 16:42:52.031  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:52.031  4250 16323 D frontRightPower: : 0.0
03-08 16:42:52.041  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:52.041  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:52.051  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:52.051  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:52.091  4250 16323 D backLeftPower: : 0.0
03-08 16:42:52.091  4250 16323 D backRightPower: : 0.0
03-08 16:42:52.091  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:52.091  4250 16323 D frontRightPower: : 0.0
03-08 16:42:52.101  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:52.101  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:52.101  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:52.111  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:52.131  4250 16323 D backLeftPower: : 0.0
03-08 16:42:52.131  4250 16323 D backRightPower: : 0.0
03-08 16:42:52.131  4250 16323 D frontLeftPower: : 0.0
03-08 16:42:52.131  4250 16323 D frontRightPower: : 0.0
03-08 16:42:52.131  4250 16323 D backLeftVelocity: : -0.0
03-08 16:42:52.141  4250 16323 D backRightVelocity: : 0.0
03-08 16:42:52.141  4250 16323 D frontLeftVelocity: : -0.0
03-08 16:42:52.151  4250 16323 D frontRightVelocity: : 0.0
03-08 16:42:52.201  4250 16323 D backLeftPower: : 0.0
03-08 16:42:52.201  4250 16323 D backRightPower: : 0.0
03-08 16:42:52.201  4250 16323 D frontLeftPower: : 0.0
