cmd logfilename ps_name
u0_a198   4250  373   1845928 90368 sys_epoll_ 00000000 S com.qualcomm.ftcrobotcontroller
4250
03-08 16:24:25.711   928  1585 I am_proc_start: [0,4250,10198,com.qualcomm.ftcrobotcontroller,activity,com.qualcomm.ftcrobotcontroller/org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:24:25.811   928  1604 I am_proc_bound: [0,4250,com.qualcomm.ftcrobotcontroller] 
03-08 16:24:49.631   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,109678592,108158976] 
03-08 16:24:50.371  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:24:50.811  4250  4250 I am_on_paused_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:25:20.451   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,59828224,57909248] 
03-08 16:26:16.371  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:26:26.391   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,57362432,55517184] 
03-08 16:27:45.901  4250  4250 I am_on_paused_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:28:10.511   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,37176320,35164160] 
03-08 16:30:33.091  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:30:45.071   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,63613952,61685760] 
03-08 16:33:00.111   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,69243904,67211264] 
03-08 16:35:00.251   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86147072,84107264] 
03-08 16:37:00.121   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86777856,84733952] 
03-08 16:39:00.131   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85518336,83472384] 
03-08 16:41:00.261   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77092864,75046912] 
03-08 16:43:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77934592,75886592] 
03-08 16:45:00.381   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77182976,75137024] 
03-08 16:47:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81262592,79216640] 
03-08 16:49:00.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85117952,83136512] 
03-08 16:51:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80070656,78090240] 
03-08 16:53:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85104640,83124224] 
03-08 16:55:00.281   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80606208,78594048] 
03-08 16:57:00.331   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85185536,83156992] 
03-08 16:59:00.161   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81174528,79126528] 
03-08 17:01:00.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,79113216,76972032] 
03-08 17:03:00.301   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82004992,79855616] 
03-08 17:05:00.201   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,79604736,77430784] 
03-08 17:07:00.181   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82708480,80531456] 
03-08 17:09:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80353280,78176256] 
03-08 17:11:00.281   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83899392,81723392] 
03-08 17:13:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81203200,79028224] 
03-08 17:15:00.241   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85105664,82931712] 
03-08 17:17:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82121728,79945728] 
03-08 17:19:00.211   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86244352,84066304] 
03-08 17:21:07.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86240256,84062208] 
03-08 17:23:07.361   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82729984,80551936] 
03-08 17:25:07.481   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85108736,82853888] 
03-08 17:27:07.641   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83639296,81403904] 
03-08 17:29:07.791   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81894400,79659008] 
03-08 17:31:21.641   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83269632,81035264] 
03-08 17:31:55.681  4250  6481 V Robocol : received command: CMD_SET_MATCH_NUMBER(59712) 0 
03-08 17:31:55.681  4250  6481 V Robocol : received command: CMD_INIT_OP_MODE(59713) TeleOp 
03-08 17:31:55.711  4250  6480 I RobotCore: ******************** START - OPMODE TeleOp ******************** 
03-08 17:31:55.711  4250 14807 I RobotCore: Attempting to switch to op mode TeleOp 
03-08 17:32:21.931  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:21.931  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:21.931  4250 23277 D backLeftVelocity: : -1660.0
03-08 17:32:21.931  4250 23277 D backRightVelocity: : -1740.0
03-08 17:32:21.941  4250 23277 D frontLeftVelocity: : -1700.0
03-08 17:32:21.941  4250 23277 D frontRightVelocity: : -1760.0
03-08 17:32:21.971  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:21.971  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:21.971  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:21.971  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:21.971  4250 23277 D backLeftVelocity: : -1700.0
03-08 17:32:21.981  4250 23277 D backRightVelocity: : -1720.0
03-08 17:32:21.981  4250 23277 D frontLeftVelocity: : -1660.0
03-08 17:32:21.981  4250 23277 D frontRightVelocity: : -1720.0
03-08 17:32:22.011  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:22.011  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:22.011  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:22.011  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:22.021  4250 23277 D backLeftVelocity: : -1740.0
03-08 17:32:22.021  4250 23277 D backRightVelocity: : -1760.0
03-08 17:32:22.031  4250 23277 D frontLeftVelocity: : -1680.0
03-08 17:32:22.031  4250 23277 D frontRightVelocity: : -1800.0
03-08 17:32:22.071  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:22.071  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:22.071  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:22.071  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:22.081  4250 23277 D backLeftVelocity: : -1780.0
03-08 17:32:22.091  4250 23277 D backRightVelocity: : -1800.0
03-08 17:32:22.101  4250 23277 D frontLeftVelocity: : -1740.0
03-08 17:32:22.101  4250 23277 D frontRightVelocity: : -1880.0
03-08 17:32:22.191  4250 23277 D backLeftPower: : -0.651224431576219
03-08 17:32:22.191  4250 23277 D backRightPower: : -0.7629891307968761
03-08 17:32:22.191  4250 23277 D frontLeftPower: : -0.6512244315762188
03-08 17:32:22.191  4250 23277 D frontRightPower: : -0.7629891307968764
03-08 17:32:22.201  4250 23277 D backLeftVelocity: : -1820.0
03-08 17:32:22.201  4250 23277 D backRightVelocity: : -1840.0
03-08 17:32:22.211  4250 23277 D frontLeftVelocity: : -1740.0
03-08 17:32:22.221  4250 23277 D frontRightVelocity: : -1860.0
03-08 17:32:22.261  4250 23277 D backLeftPower: : -0.651224431576219
03-08 17:32:22.261  4250 23277 D backRightPower: : -0.7629891307968761
03-08 17:32:22.261  4250 23277 D frontLeftPower: : -0.6512244315762188
03-08 17:32:22.261  4250 23277 D frontRightPower: : -0.7629891307968764
03-08 17:32:22.261  4250 23277 D backLeftVelocity: : -1700.0
03-08 17:32:22.271  4250 23277 D backRightVelocity: : -1880.0
03-08 17:32:22.271  4250 23277 D frontLeftVelocity: : -1680.0
03-08 17:32:22.281  4250 23277 D frontRightVelocity: : -1980.0
03-08 17:32:22.311  4250 23277 D backLeftPower: : -0.651224431576219
03-08 17:32:22.311  4250 23277 D backRightPower: : -0.7218126626629497
03-08 17:32:22.321  4250 23277 D frontLeftPower: : -0.6924008997101452
03-08 17:32:22.321  4250 23277 D frontRightPower: : -0.72181266266295
03-08 17:32:22.321  4250 23277 D backLeftVelocity: : -1680.0
03-08 17:32:22.321  4250 23277 D backRightVelocity: : -1920.0
03-08 17:32:22.331  4250 23277 D frontLeftVelocity: : -1700.0
03-08 17:32:22.331  4250 23277 D frontRightVelocity: : -1980.0
03-08 17:32:22.371  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:22.371  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:22.371  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:22.371  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:22.371  4250 23277 D backLeftVelocity: : -1780.0
03-08 17:32:22.371  4250 23277 D backRightVelocity: : -1860.0
03-08 17:32:22.381  4250 23277 D frontLeftVelocity: : -1720.0
03-08 17:32:22.381  4250 23277 D frontRightVelocity: : -1900.0
03-08 17:32:22.411  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:22.411  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:22.411  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:22.411  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:22.421  4250 23277 D backLeftVelocity: : -1760.0
03-08 17:32:22.421  4250 23277 D backRightVelocity: : -1860.0
03-08 17:32:22.421  4250 23277 D frontLeftVelocity: : -1740.0
03-08 17:32:22.431  4250 23277 D frontRightVelocity: : -1900.0
03-08 17:32:22.461  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:22.461  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:22.461  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:22.461  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:22.471  4250 23277 D backLeftVelocity: : -1800.0
03-08 17:32:22.471  4250 23277 D backRightVelocity: : -1860.0
03-08 17:32:22.481  4250 23277 D frontLeftVelocity: : -1740.0
03-08 17:32:22.481  4250 23277 D frontRightVelocity: : -1940.0
03-08 17:32:22.531  4250 23277 D backLeftPower: : 0.0
03-08 17:32:22.531  4250 23277 D backRightPower: : 0.0
03-08 17:32:22.531  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:22.531  4250 23277 D frontRightPower: : 0.0
03-08 17:32:22.531  4250 23277 D backLeftVelocity: : -1760.0
03-08 17:32:22.541  4250 23277 D backRightVelocity: : -1820.0
03-08 17:32:22.541  4250 23277 D frontLeftVelocity: : -1740.0
03-08 17:32:22.551  4250 23277 D frontRightVelocity: : -1920.0
03-08 17:32:22.611  4250 23277 D backLeftPower: : 0.0
03-08 17:32:22.611  4250 23277 D backRightPower: : 0.0
03-08 17:32:22.611  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:22.611  4250 23277 D frontRightPower: : 0.0
03-08 17:32:22.621  4250 23277 D backLeftVelocity: : -1180.0
03-08 17:32:22.621  4250 23277 D backRightVelocity: : -1000.0
03-08 17:32:22.631  4250 23277 D frontLeftVelocity: : -480.0
03-08 17:32:22.631  4250 23277 D frontRightVelocity: : -580.0
03-08 17:32:22.671  4250 23277 D backLeftPower: : 0.0
03-08 17:32:22.671  4250 23277 D backRightPower: : 0.0
03-08 17:32:22.671  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:22.671  4250 23277 D frontRightPower: : 0.0
03-08 17:32:22.681  4250 23277 D backLeftVelocity: : -1140.0
03-08 17:32:22.681  4250 23277 D backRightVelocity: : -860.0
03-08 17:32:22.681  4250 23277 D frontLeftVelocity: : -300.0
03-08 17:32:22.691  4250 23277 D frontRightVelocity: : -360.0
03-08 17:32:22.741  4250 23277 D backLeftPower: : 0.0
03-08 17:32:22.741  4250 23277 D backRightPower: : 0.0
03-08 17:32:22.741  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:22.741  4250 23277 D frontRightPower: : 0.0
03-08 17:32:22.741  4250 23277 D backLeftVelocity: : -960.0
03-08 17:32:22.751  4250 23277 D backRightVelocity: : -740.0
03-08 17:32:22.751  4250 23277 D frontLeftVelocity: : -440.0
03-08 17:32:22.751  4250 23277 D frontRightVelocity: : -400.0
03-08 17:32:22.781  4250 23277 D backLeftPower: : 0.0
03-08 17:32:22.781  4250 23277 D backRightPower: : 0.0
03-08 17:32:22.781  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:22.781  4250 23277 D frontRightPower: : 0.0
03-08 17:32:22.791  4250 23277 D backLeftVelocity: : -820.0
03-08 17:32:22.791  4250 23277 D backRightVelocity: : -820.0
03-08 17:32:22.801  4250 23277 D frontLeftVelocity: : -360.0
03-08 17:32:22.801  4250 23277 D frontRightVelocity: : -420.0
03-08 17:32:22.861  4250 23277 D backLeftPower: : 0.44160987395641743
03-08 17:32:22.861  4250 23277 D backRightPower: : 0.6953069280089524
03-08 17:32:22.871  4250 23277 D frontLeftPower: : 0.6953069280089524
03-08 17:32:22.871  4250 23277 D frontRightPower: : 0.6953069280089526
03-08 17:32:22.871  4250 23277 D backLeftVelocity: : -660.0
03-08 17:32:22.881  4250 23277 D backRightVelocity: : -520.0
03-08 17:32:22.881  4250 23277 D frontLeftVelocity: : -340.0
03-08 17:32:22.891  4250 23277 D frontRightVelocity: : -400.0
03-08 17:32:22.941  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:22.941  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:22.941  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:22.941  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:22.941  4250 23277 D backLeftVelocity: : 20.0
03-08 17:32:22.941  4250 23277 D backRightVelocity: : 40.0
03-08 17:32:22.951  4250 23277 D frontLeftVelocity: : 1080.0
03-08 17:32:22.951  4250 23277 D frontRightVelocity: : 740.0
03-08 17:32:22.981  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:22.981  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:22.981  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:22.981  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:22.981  4250 23277 D backLeftVelocity: : -0.0
03-08 17:32:22.991  4250 23277 D backRightVelocity: : 180.0
03-08 17:32:22.991  4250 23277 D frontLeftVelocity: : 1300.0
03-08 17:32:23.001  4250 23277 D frontRightVelocity: : 920.0
03-08 17:32:23.031  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.031  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.031  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.031  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.041  4250 23277 D backLeftVelocity: : 140.0
03-08 17:32:23.051  4250 23277 D backRightVelocity: : 380.0
03-08 17:32:23.051  4250 23277 D frontLeftVelocity: : 1100.0
03-08 17:32:23.061  4250 23277 D frontRightVelocity: : 920.0
03-08 17:32:23.111  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.111  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.111  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.111  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.111  4250 23277 D backLeftVelocity: : 400.0
03-08 17:32:23.121  4250 23277 D backRightVelocity: : 560.0
03-08 17:32:23.121  4250 23277 D frontLeftVelocity: : 1180.0
03-08 17:32:23.121  4250 23277 D frontRightVelocity: : 940.0
03-08 17:32:23.161  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.161  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.161  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.161  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.171  4250 23277 D backLeftVelocity: : 640.0
03-08 17:32:23.171  4250 23277 D backRightVelocity: : 780.0
03-08 17:32:23.181  4250 23277 D frontLeftVelocity: : 1040.0
03-08 17:32:23.181  4250 23277 D frontRightVelocity: : 940.0
03-08 17:32:23.221  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.221  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.221  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.221  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.221  4250 23277 D backLeftVelocity: : 800.0
03-08 17:32:23.221  4250 23277 D backRightVelocity: : 940.0
03-08 17:32:23.231  4250 23277 D frontLeftVelocity: : 1080.0
03-08 17:32:23.231  4250 23277 D frontRightVelocity: : 1080.0
03-08 17:32:23.261  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.261  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.261  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.261  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.271  4250 23277 D backLeftVelocity: : 880.0
03-08 17:32:23.271  4250 23277 D backRightVelocity: : 1020.0
03-08 17:32:23.281  4250 23277 D frontLeftVelocity: : 1040.0
03-08 17:32:23.281  4250 23277 D frontRightVelocity: : 1180.0
03-08 17:32:23.311  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.311  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.311  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.311  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.321  4250 23277 D backLeftVelocity: : 1000.0
03-08 17:32:23.321  4250 23277 D backRightVelocity: : 1180.0
03-08 17:32:23.321  4250 23277 D frontLeftVelocity: : 1080.0
03-08 17:32:23.331  4250 23277 D frontRightVelocity: : 1240.0
03-08 17:32:23.361  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.361  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.361  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.361  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.371  4250 23277 D backLeftVelocity: : 1120.0
03-08 17:32:23.371  4250 23277 D backRightVelocity: : 1200.0
03-08 17:32:23.381  4250 23277 D frontLeftVelocity: : 1220.0
03-08 17:32:23.381  4250 23277 D frontRightVelocity: : 1240.0
03-08 17:32:23.421  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.421  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.421  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.421  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.421  4250 23277 D backLeftVelocity: : 1200.0
03-08 17:32:23.421  4250 23277 D backRightVelocity: : 1320.0
03-08 17:32:23.431  4250 23277 D frontLeftVelocity: : 1300.0
03-08 17:32:23.431  4250 23277 D frontRightVelocity: : 1340.0
03-08 17:32:23.491  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.491  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.491  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.491  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.491  4250 23277 D backLeftVelocity: : 1360.0
03-08 17:32:23.491  4250 23277 D backRightVelocity: : 1400.0
03-08 17:32:23.501  4250 23277 D frontLeftVelocity: : 1400.0
03-08 17:32:23.501  4250 23277 D frontRightVelocity: : 1420.0
03-08 17:32:23.541  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.541  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.541  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.541  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.541  4250 23277 D backLeftVelocity: : 1400.0
03-08 17:32:23.551  4250 23277 D backRightVelocity: : 1440.0
03-08 17:32:23.551  4250 23277 D frontLeftVelocity: : 1440.0
03-08 17:32:23.561  4250 23277 D frontRightVelocity: : 1420.0
03-08 17:32:23.621  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.621  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.621  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.631  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.631  4250 23277 D backLeftVelocity: : 1460.0
03-08 17:32:23.631  4250 23277 D backRightVelocity: : 1540.0
03-08 17:32:23.641  4250 23277 D frontLeftVelocity: : 1520.0
03-08 17:32:23.641  4250 23277 D frontRightVelocity: : 1520.0
03-08 17:32:23.671  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.671  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.671  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.671  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.681  4250 23277 D backLeftVelocity: : 1560.0
03-08 17:32:23.681  4250 23277 D backRightVelocity: : 1580.0
03-08 17:32:23.681  4250 23277 D frontLeftVelocity: : 1580.0
03-08 17:32:23.691  4250 23277 D frontRightVelocity: : 1580.0
03-08 17:32:23.731  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.731  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.731  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.731  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.731  4250 23277 D backLeftVelocity: : 1600.0
03-08 17:32:23.731  4250 23277 D backRightVelocity: : 1600.0
03-08 17:32:23.741  4250 23277 D frontLeftVelocity: : 1600.0
03-08 17:32:23.741  4250 23277 D frontRightVelocity: : 1600.0
03-08 17:32:23.781  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.781  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.781  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.781  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.791  4250 23277 D backLeftVelocity: : 1620.0
03-08 17:32:23.791  4250 23277 D backRightVelocity: : 1620.0
03-08 17:32:23.801  4250 23277 D frontLeftVelocity: : 1580.0
03-08 17:32:23.801  4250 23277 D frontRightVelocity: : 1580.0
03-08 17:32:23.831  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.831  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.831  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.831  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.841  4250 23277 D backLeftVelocity: : 1620.0
03-08 17:32:23.841  4250 23277 D backRightVelocity: : 1660.0
03-08 17:32:23.851  4250 23277 D frontLeftVelocity: : 1640.0
03-08 17:32:23.851  4250 23277 D frontRightVelocity: : 1660.0
03-08 17:32:23.891  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.891  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.891  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.891  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.891  4250 23277 D backLeftVelocity: : 1660.0
03-08 17:32:23.901  4250 23277 D backRightVelocity: : 1700.0
03-08 17:32:23.901  4250 23277 D frontLeftVelocity: : 1660.0
03-08 17:32:23.911  4250 23277 D frontRightVelocity: : 1700.0
03-08 17:32:23.971  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:23.971  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:23.971  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:23.971  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:23.971  4250 23277 D backLeftVelocity: : 1720.0
03-08 17:32:23.981  4250 23277 D backRightVelocity: : 1740.0
03-08 17:32:23.981  4250 23277 D frontLeftVelocity: : 1700.0
03-08 17:32:23.991  4250 23277 D frontRightVelocity: : 1720.0
03-08 17:32:24.021  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:24.021  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:24.021  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:24.021  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:24.031  4250 23277 D backLeftVelocity: : 1720.0
03-08 17:32:24.031  4250 23277 D backRightVelocity: : 1720.0
03-08 17:32:24.031  4250 23277 D frontLeftVelocity: : 1700.0
03-08 17:32:24.041  4250 23277 D frontRightVelocity: : 1680.0
03-08 17:32:24.061  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:24.061  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:24.061  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:24.061  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:24.071  4250 23277 D backLeftVelocity: : 1720.0
03-08 17:32:24.071  4250 23277 D backRightVelocity: : 1720.0
03-08 17:32:24.081  4250 23277 D frontLeftVelocity: : 1700.0
03-08 17:32:24.081  4250 23277 D frontRightVelocity: : 1720.0
03-08 17:32:24.131  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:24.131  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:24.131  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:24.131  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:24.131  4250 23277 D backLeftVelocity: : 1720.0
03-08 17:32:24.131  4250 23277 D backRightVelocity: : 1720.0
03-08 17:32:24.141  4250 23277 D frontLeftVelocity: : 1740.0
03-08 17:32:24.141  4250 23277 D frontRightVelocity: : 1760.0
03-08 17:32:24.171  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:24.171  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:24.171  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:24.171  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:24.171  4250 23277 D backLeftVelocity: : 1780.0
03-08 17:32:24.181  4250 23277 D backRightVelocity: : 1740.0
03-08 17:32:24.191  4250 23277 D frontLeftVelocity: : 1740.0
03-08 17:32:24.191  4250 23277 D frontRightVelocity: : 1740.0
03-08 17:32:24.231  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:24.231  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:24.231  4250 23277 D frontLeftPower: : 0.7071067811865475
